cell,card,family,execution,completed_fits,completed_sft,completed_rft,completed_supervised,aborted_full_intent,self_sample_mix,elapsed_h,card_wall_h,cumulative_training_card_wall_h,training_steps,epochs,rows,decision,count_audited,audit_note,source
w01r01,exp-05,sft,completed,1,3,0,3,0,,4.4,2.26,5.59,2497,1.0,162687.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r01_formal_r1/gsm8k_google_gemma-3-4b-pt_90556/task/memory/cards/exp-05.yaml
w01r01,exp-06,sft,completed,1,4,0,4,0,,7.0,1.37,6.96,1560,1.0,82687.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r01_formal_r1/gsm8k_google_gemma-3-4b-pt_90556/task/memory/cards/exp-06.yaml
w01r01,exp-07,decode-config,completed,0,4,0,4,0,,8.5,0.2,6.96,,,1319.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r01_formal_r1/gsm8k_google_gemma-3-4b-pt_90556/task/memory/cards/exp-07.yaml
w01r02,exp-01,decode-config,completed,0,0,0,0,0,,0.15,0.35,0.0,,,300.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r02_formal_r1/gsm8k_google_gemma-3-4b-pt_90557/task/memory/cards/exp-01.yaml
w01r02,exp-02,sft,completed,1,1,0,1,0,,1.45,1.89,1.89,2630,2,84127.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r02_formal_r1/gsm8k_google_gemma-3-4b-pt_90557/task/memory/cards/exp-02.yaml
w01r02,exp-03,decode-config,completed,0,1,0,1,0,,2.42,0.05,1.89,,,300.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r02_formal_r1/gsm8k_google_gemma-3-4b-pt_90557/task/memory/cards/exp-03.yaml
w01r02,exp-04,sft,completed,1,2,0,2,0,,2.5,2.64,4.53,3602,1,230476.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r02_formal_r1/gsm8k_google_gemma-3-4b-pt_90557/task/memory/cards/exp-04.yaml
w01r02,exp-05,merge,completed,0,2,0,2,0,,5.25,0.15,4.53,,,300.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r02_formal_r1/gsm8k_google_gemma-3-4b-pt_90557/task/memory/cards/exp-05.yaml
w01r02,exp-06,other,completed,0,2,0,2,0,,5.33,0.29,4.53,,,300.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r02_formal_r1/gsm8k_google_gemma-3-4b-pt_90557/task/memory/cards/exp-06.yaml
w01r02,exp-07,rft,completed,1,2,1,3,0,,7.35,0.62,5.15,848,1,54258.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r02_formal_r1/gsm8k_google_gemma-3-4b-pt_90557/task/memory/cards/exp-07.yaml
w01r02,exp-08,merge,completed,0,2,1,3,0,,8.05,0.08,5.15,,,300.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r02_formal_r1/gsm8k_google_gemma-3-4b-pt_90557/task/memory/cards/exp-08.yaml
w01r03,exp-01,decode-config,completed,0,0,0,0,0,,0.2,0.05,0.0,,,150.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r03_formal_r1/gsm8k_google_gemma-3-4b-pt_90558/task/memory/cards/exp-01.yaml
w01r03,exp-02,sft,completed,1,1,0,1,0,,0.4,1.65,1.65,1182,1.0,151801.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r03_formal_r1/gsm8k_google_gemma-3-4b-pt_90558/task/memory/cards/exp-02.yaml
w01r03,exp-03,decode-config,completed,0,1,0,1,0,,2.5,0.12,1.65,,,150.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r03_formal_r1/gsm8k_google_gemma-3-4b-pt_90558/task/memory/cards/exp-03.yaml
w01r03,exp-04,sft,completed,1,2,0,2,0,,2.7,1.49,3.14,374,1.0,489461.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r03_formal_r1/gsm8k_google_gemma-3-4b-pt_90558/task/memory/cards/exp-04.yaml
w01r03,exp-05,sft,completed,1,3,0,3,0,,4.6,1.5,4.64,373,1.0,37653.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r03_formal_r1/gsm8k_google_gemma-3-4b-pt_90558/task/memory/cards/exp-05.yaml
w01r03,exp-06,merge,completed,0,3,0,3,0,,6.4,0.27,4.64,,,500.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r03_formal_r1/gsm8k_google_gemma-3-4b-pt_90558/task/memory/cards/exp-06.yaml
w01r03,exp-07,sft,completed,1,4,0,4,0,,6.8,0.97,5.61,218,1.0,23653.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r03_formal_r1/gsm8k_google_gemma-3-4b-pt_90558/task/memory/cards/exp-07.yaml
w01r04,exp-01,other,completed,0,0,0,0,0,,0.05,0.05,0.0,,,150.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r04_formal_r1/gsm8k_google_gemma-3-4b-pt_90559/task/memory/cards/exp-01.yaml
w01r04,exp-02,sft,completed,1,1,0,1,0,,0.35,2.57,2.57,1858,2,59473.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r04_formal_r1/gsm8k_google_gemma-3-4b-pt_90559/task/memory/cards/exp-02.yaml
w01r04,exp-03,decode-config,completed,0,1,0,1,0,,3.2,0.14,2.57,,,59473.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r04_formal_r1/gsm8k_google_gemma-3-4b-pt_90559/task/memory/cards/exp-03.yaml
w01r04,exp-04,sft,completed,1,2,0,2,0,,3.5,1.34,3.91,900,1,58000.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r04_formal_r1/gsm8k_google_gemma-3-4b-pt_90559/task/memory/cards/exp-04.yaml
w01r04,exp-05,rft,completed,2,2,2,4,0,True,6.6,1.65,5.56,107,1,6809.0,iterate,True,"Hidden first 107/107 schedule failed at save, then a second 107-step schedule completed. Card wall_h also conflates generation with training; count 2 RFT fits, not 2 generation passes.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r04_formal_r1/gsm8k_google_gemma-3-4b-pt_90559/task/memory/cards/exp-05.yaml
w01r04,exp-06,other,completed,0,2,2,4,0,,7.7,0.45,5.56,,,6809.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r04_formal_r1/gsm8k_google_gemma-3-4b-pt_90559/task/memory/cards/exp-06.yaml
w01r05,exp-01,other,completed,0,0,0,0,0,,0.15,0.07,0.0,,,10.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r05_formal_r1/gsm8k_google_gemma-3-4b-pt_90560/task/memory/cards/exp-01.yaml
w01r05,exp-02,sft,completed,1,1,0,1,0,,0.9,1.49,1.49,938,1.0,120000.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r05_formal_r1/gsm8k_google_gemma-3-4b-pt_90560/task/memory/cards/exp-02.yaml
w01r05,exp-03,decode-config,completed,0,1,0,1,0,,2.15,0.13,1.49,,,120000.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r05_formal_r1/gsm8k_google_gemma-3-4b-pt_90560/task/memory/cards/exp-03.yaml
w01r05,exp-04,sft,completed,1,2,0,2,0,,2.07,2.38,3.87,1563,1.0,200000.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r05_formal_r1/gsm8k_google_gemma-3-4b-pt_90560/task/memory/cards/exp-04.yaml
w01r05,exp-05,sft,completed,1,3,0,3,0,,4.55,1.51,5.38,1016,1.0,130000.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r05_formal_r1/gsm8k_google_gemma-3-4b-pt_90560/task/memory/cards/exp-05.yaml
w01r05,exp-06,rft,completed,1,3,1,4,0,,6.79,0.32,5.7,210,2.0,13401.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r05_formal_r1/gsm8k_google_gemma-3-4b-pt_90560/task/memory/cards/exp-06.yaml
w01r06,exp-01,other,completed,0,0,0,0,0,,0.15,0.07,0.0,,,150.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90561/task/memory/cards/exp-01.yaml
w01r06,exp-02,sft,completed,1,1,0,1,0,,0.3,1.59,1.59,4227,1,136208.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90561/task/memory/cards/exp-02.yaml
w01r06,exp-03,decode-config,completed,0,1,0,1,0,,2.0,0.4,1.59,,,250.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90561/task/memory/cards/exp-03.yaml
w01r06,exp-04,rft,completed,1,1,1,2,0,,3.5,0.98,2.57,2738,1,88031.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90561/task/memory/cards/exp-04.yaml
w01r06,exp-05,sft,completed,1,2,1,3,0,True,4.7,1.24,3.81,3419,1,110000.0,reject,True,family=sft but input corpus explicitly contains retained self-generated/rejection-sampled rows; preserve raw family and flag mixture.,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90561/task/memory/cards/exp-05.yaml
w01r06,exp-06,merge,completed,0,2,1,3,0,,6.1,0.35,3.81,,,250.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90561/task/memory/cards/exp-06.yaml
w01r06,exp-07,other,completed,0,2,1,3,0,,6.4,0.08,3.81,,,250.0,abandon_line,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90561/task/memory/cards/exp-07.yaml
w01r06,exp-08,rft,completed,1,2,2,4,0,,7.2,0.54,4.35,1545,1,49634.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90561/task/memory/cards/exp-08.yaml
w01r06,exp-09,other,completed,0,2,2,4,0,,8.0,0.35,4.35,,,400.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90561/task/memory/cards/exp-09.yaml
w01r07,exp-01,decode-config,completed,0,0,0,0,0,,0.1,0.17,0.0,,,1.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90562/task/memory/cards/exp-01.yaml
w01r07,exp-02,sft,completed,1,1,0,1,0,,0.35,0.94,0.94,365,1,52473.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90562/task/memory/cards/exp-02.yaml
w01r07,exp-03,other,completed,0,1,0,1,0,,1.35,0.08,0.94,,,52473.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90562/task/memory/cards/exp-03.yaml
w01r07,exp-04,sft,completed,1,2,0,2,0,,1.45,1.62,2.56,665,1,95741.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90562/task/memory/cards/exp-04.yaml
w01r07,exp-05,sft,completed,1,3,0,3,0,,3.05,1.56,4.12,660,1,95000.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90562/task/memory/cards/exp-05.yaml
w01r07,exp-06,merge,completed,0,3,0,3,0,,4.65,0.17,4.12,,,1.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90562/task/memory/cards/exp-06.yaml
w01r07,exp-07,sft,completed,1,4,0,4,0,,4.8,1.55,5.67,660,1,95000.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90562/task/memory/cards/exp-07.yaml
w01r07,exp-08,merge,completed,0,4,0,4,0,,6.4,0.25,5.67,,,1.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90562/task/memory/cards/exp-08.yaml
w01r07,exp-09,sft,completed,1,5,0,5,1,False,6.75,1.55,7.22,660,1,95000.0,reject,True,"Card pitfalls/relock records an incomplete full-intent launch; aborted count is a known lower bound, not an exhaustive runtime census.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90562/task/memory/cards/exp-09.yaml
w01r07,exp-10,other,completed,0,5,0,5,0,,8.4,0.15,7.22,,,1.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90562/task/memory/cards/exp-10.yaml
w01r08,exp-01,other,completed,0,0,0,0,0,,0.15,0.35,0.0,,,150.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90563/task/memory/cards/exp-01.yaml
w01r08,exp-02,sft,completed,1,1,0,1,0,,0.75,1.97,1.97,1762,2,60000.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90563/task/memory/cards/exp-02.yaml
w01r08,exp-03,decode-config,completed,0,1,0,1,0,,1.3,0.17,1.97,,,150.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90563/task/memory/cards/exp-03.yaml
w01r08,exp-04,sft,failed,1,2,0,2,0,False,3.2,1.4,3.37,1234,1,82842.0,iterate,True,"1234/1234 optimization steps completed; failed terminal save produced no weights. Count one completed SFT schedule, zero new scored model.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90563/task/memory/cards/exp-04.yaml
w01r08,exp-05,sft,completed,1,3,0,3,0,,4.4,2.5,5.87,2191,0.7217,207842.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90563/task/memory/cards/exp-05.yaml
w01r08,exp-06,other,completed,0,3,0,3,0,,7.2,0.9,5.87,,,500.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90563/task/memory/cards/exp-06.yaml
w06r01,exp-01,other,completed,0,0,0,0,0,,0.2,0.09,0.0,,,150.0,iterate,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r01_formal_r6/gsm8k_google_gemma-3-4b-pt_91002/task/memory/cards/exp-01.yaml
w06r01,exp-02,sft,completed,1,1,0,1,0,False,0.35,0.62,0.62,493,1.0,60000.0,adopt,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r01_formal_r6/gsm8k_google_gemma-3-4b-pt_91002/task/memory/cards/exp-02.yaml
w06r01,exp-03,decode-config,completed,0,1,0,1,0,,1.6,0.1,0.62,,,150.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r01_formal_r6/gsm8k_google_gemma-3-4b-pt_91002/task/memory/cards/exp-03.yaml
w06r01,exp-04,sft,completed,1,2,0,2,0,False,1.9,2.19,2.81,1772,1.0,189725.0,adopt,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r01_formal_r6/gsm8k_google_gemma-3-4b-pt_91002/task/memory/cards/exp-04.yaml
w06r01,exp-05,rft,completed,1,2,1,3,2,True,5.4,0.96,3.77,791,1.0,99755.0,reject,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r01_formal_r6/gsm8k_google_gemma-3-4b-pt_91002/task/memory/cards/exp-05.yaml
w06r01,exp-06,merge,completed,0,2,1,3,0,,7.3,0.15,3.77,,,150.0,reject,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r01_formal_r6/gsm8k_google_gemma-3-4b-pt_91002/task/memory/cards/exp-06.yaml
w06r01,exp-07,other,completed,0,2,1,3,0,,7.7,0.42,3.77,,,500.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r01_formal_r6/gsm8k_google_gemma-3-4b-pt_91002/task/memory/cards/exp-07.yaml
w06r02,exp-01,other,completed,0,0,0,0,0,,0.1,0.15,0.0,,,150.0,iterate,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r02_formal_r6/gsm8k_google_gemma-3-4b-pt_91003/task/memory/cards/exp-01.yaml
w06r02,exp-02,sft,failed,0,0,0,0,1,,1.0,0.05,0.05,100,1.0,152663.0,iterate,True,Not counted: training did not complete.,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r02_formal_r6/gsm8k_google_gemma-3-4b-pt_91003/task/memory/cards/exp-02.yaml
w06r02,exp-03,sft,completed,1,1,0,1,0,False,1.25,1.35,1.4,2520,1.0,80672.0,iterate,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch. Count as completed despite poor/near-floor eval:2520 optimizer steps and full schedule completed; scientific failure is not execution failure.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r02_formal_r6/gsm8k_google_gemma-3-4b-pt_91003/task/memory/cards/exp-03.yaml
